"Id","Bad","Poor","Good","Ranking","Votes","Text","File"
"75","0","0","4","1.0","4","juwě:ji.","/phase-1-results/animals-cno-spk_1/cno-spk_1-animals-tsu-we-tsi.mp3"
"76","0","0","2","1.0","2","kanaɂně:sgi.","/phase-1-results/animals-cno-spk_1/cno-spk_1-animals-ka-na-ne-s-gi.mp3"
"77","0","0","3","1.0","3","tvhga.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-tv-ga.mp3"
"78","0","0","2","1.0","2","ǐ:náda.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-i-na-da.mp3"
"79","0","0","2","1.0","2","wahya.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-wa-ya.mp3"
"86","0","0","3","1.0","3","o:gana.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-o-ga-na.mp3"
"87","0","0","2","1.0","2","sa:sa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-sa-sa.mp3"
"89","0","0","2","1.0","2","gv́:na.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-gv-na.mp3"
"90","0","0","2","1.0","2","áɂni.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-a-ni.mp3"
"91","0","0","2","1.0","2","uwě:ji.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-u-we-tsi.mp3"
"94","0","0","3","1.0","3","kó:ga.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-go-ga.mp3"
"95","0","0","2","1.0","2","gv:he.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-gv-he.mp3"
"96","0","0","3","1.0","3","dala:la.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-da-la-la.mp3"
"99","0","0","4","1.0","4","tawǒ:di.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ta-wo-di.mp3"
"101","0","0","2","1.0","2","e:logwa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-e-la-qua.mp3"
"103","0","0","3","1.0","3","waló:si.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-wa-lo-si.mp3"
"104","0","0","4","1.0","4","ju:lì:sdana:li.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ju-li-s-da-na-li.mp3"
"105","0","0","2","1.0","2","ani:ji:lv̋:sgi.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-a-ni-ji-lv-s-gi.mp3"
"107","0","0","2","1.0","2","ju:là:sgi.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ju-la-s-gi.mp3"
"108","0","0","3","1.0","3","tina.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ti-na.mp3"
"111","0","0","2","1.0","2","wǎ:dádǔ:ga.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-wa-da-du-ga.mp3"
"112","0","0","3","1.0","3","do:sv̌:dáɂli.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-do-sv-da-li.mp3"
"113","0","0","3","1.0","3","nv:da.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-nv-da.mp3"
"114","0","0","2","1.0","2","wě:sa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-we-sa.mp3"
"115","0","0","2","1.0","2","kama:ma.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ka-ma-ma.mp3"
"116","0","0","2","1.0","2","wahga.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-wa-ga.mp3"
"117","0","0","3","1.0","3","wo:yi.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-wo-yi.mp3"
"119","0","0","3","1.0","3","do:sa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-do-sa.mp3"
"122","0","0","2","1.0","2","kawǒ:nu.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ka-wo-nu.mp3"
"123","0","0","2","1.0","2","awǒ:háɂli.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-a-wo-ha-li.mp3"
"124","0","0","2","1.0","2","kanaɂně:sgi.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ka-na-ne-s-gi.mp3"
"125","0","0","2","1.0","2","u:naksò:jane̋:da.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-u-na-ga-so-ja-ne-da.mp3"
"126","0","0","2","1.0","2","de:wa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-te-wa.mp3"
"128","0","0","3","1.0","3","ji:sdu.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-tsi-s-du.mp3"
"130","0","0","2","1.0","2","kv̌:hli.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-kv-hli.mp3"
"134","0","0","2","1.0","2","daksi.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-da-gi-si.mp3"
"135","0","0","2","1.0","2","juwě:ji.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-tsu-we-tsi.mp3"
"137","0","0","3","1.0","3","jitǎ:ga.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-tsi-ta-ga.mp3"
"138","0","0","2","1.0","2","chu:la.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-tsu-la.mp3"
"140","0","0","4","1.0","4","sihgwa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-si-qua.mp3"
"141","0","0","2","1.0","2","ǐ:náge̋:ɂi.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-i-na-ge-i.mp3"
"145","0","0","4","1.0","4","u:ji:ya.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-u-ji-ya.mp3"
"146","0","0","2","1.0","2","tlv̌:dé:gwa.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-tlv-de-gwa.mp3"
"149","0","0","2","1.0","2","tiyǒ:háɂli.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ti-yo-ha-li.mp3"
"150","0","0","3","1.0","3","kanu:na.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-ka-nu-na.mp3"
"152","0","0","2","1.0","2","do:ya.","/phase-1-results/animals-cno-spk_0/cno-spk_0-animals-do-ya.mp3"
"153","0","0","2","1.0","2","sihgwa.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-si-qua.mp3"
"154","0","0","2","1.0","2","kiyû:ga.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-ki-yu-ga.mp3"
"156","0","0","2","1.0","2","o:gana.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-o-ga-na.mp3"
"158","0","0","3","1.0","3","u:naje̋:tsdi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-na-je-tsi-s-di.mp3"
"160","0","0","2","1.0","2","ukte:na.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-ga-te-na.mp3"
"161","0","0","2","1.0","2","juwě:ji.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-tsu-we-tsi.mp3"
"162","0","0","3","1.0","3","wahya.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-wa-ya.mp3"
"163","0","0","3","1.0","3","u:je̋:tsdi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-je-tsi-s-di.mp3"
"165","0","0","3","1.0","3","tiyǒ:háɂli.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-ti-yo-ha-li.mp3"
"166","0","0","3","1.0","3","sa:sa.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-sa-sa.mp3"
"171","0","0","3","1.0","3","uwě:ji.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-we-tsi.mp3"
"176","0","0","3","1.0","3","daksi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-da-gi-si.mp3"
"177","0","0","3","1.0","3","chu:la.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-tsu-la.mp3"
"178","0","0","2","1.0","2","de:wa.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-te-wa.mp3"
"180","0","0","3","1.0","3","u:ni:nò:de̋:na.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-ni-no-de-na.mp3"
"182","0","0","2","1.0","2","do:ya.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-do-ya.mp3"
"183","0","0","2","1.0","2","ǐ:náda.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-i-na-da.mp3"
"184","0","0","3","1.0","3","u:gù:ku.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-gu-gu.mp3"
"185","0","0","3","1.0","3","dala:la.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-da-la-la.mp3"
"187","0","0","2","1.0","2","u:ni:ji:ya.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-ni-ji-ya.mp3"
"188","0","0","2","1.0","2","tawǒ:di.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-ta-wo-di.mp3"
"189","0","0","2","1.0","2","u:ji:ya.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-u-ji-ya.mp3"
"191","0","0","2","1.0","2","wǎ:dádǔ:ga.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-wa-da-du-ga.mp3"
"192","0","0","2","1.0","2","wahga.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-wa-ga.mp3"
"194","0","0","4","1.0","4","gv:he.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-gv-he.mp3"
"195","0","0","3","1.0","3","nv:da.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-nv-da.mp3"
"200","0","0","3","1.0","3","do:sa.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-do-sa.mp3"
"201","0","0","2","1.0","2","ahwi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-a-wi.mp3"
"202","0","0","2","1.0","2","ani:ji:lv̋:sgi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-a-ni-ji-lv-s-gi.mp3"
"204","0","0","3","1.0","3","tala:du.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-ta-la-du.mp3"
"205","0","0","3","1.0","3","gv́:na.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-gv-na.mp3"
"206","0","0","2","1.0","2","yǒ:na.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-yo-na.mp3"
"207","0","0","2","1.0","2","kó:ga.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-go-ga.mp3"
"208","0","0","3","1.0","3","tehga.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-te-ga.mp3"
"209","0","0","2","1.0","2","kanu:na.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-ka-nu-na.mp3"
"211","0","0","2","1.0","2","tlv̌:dé:gwa.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-tlv-de-gwa.mp3"
"214","0","0","1","1.0","1","hlv:daji.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-tlv-da-tsi.mp3"
"215","0","0","1","1.0","1","jitǎ:ga.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-tsi-ta-ga.mp3"
"220","0","0","1","1.0","1","aji:lv̋:sgi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-a-ji-lv-s-gi.mp3"
"221","0","0","2","1.0","2","wá:du:lí:si.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-wa-du-li-si.mp3"
"222","0","0","2","1.0","2","ju:là:sgi.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-ju-la-s-gi.mp3"
"225","0","0","1","1.0","1","wě:sa.","/phase-1-results/animals-cno-spk_3/cno-spk_3-animals-we-sa.mp3"
"230","0","0","1","1.0","1","kawǒ:nu.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-ka-wo-nu.mp3"
"236","0","0","1","1.0","1","u:gù:ku.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-u-gu-gu.mp3"
"243","0","0","1","1.0","1","kó:ga.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-go-ga.mp3"
"253","0","0","1","1.0","1","gi:hli.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-gi-tli.mp3"
"256","0","0","1","1.0","1","tawǒ:di.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-ta-wo-di.mp3"
"257","0","0","1","1.0","1","do:ya.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-do-ya.mp3"
"258","0","0","1","1.0","1","ji:sdu.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-tsi-s-du.mp3"
"261","0","0","1","1.0","1","u:ji:ya.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-u-ji-ya.mp3"
"266","0","0","2","1.0","2","tvhga.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-tv-ga.mp3"
"271","0","0","1","1.0","1","wahga.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-wa-ga.mp3"
"272","0","0","1","1.0","1","tina.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-ti-na.mp3"
"274","0","0","1","1.0","1","sǒ:gwíli.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-so-qui-li.mp3"
"278","0","0","1","1.0","1","chu:la.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-tsu-la.mp3"
"282","0","0","1","1.0","1","tala:du.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-ta-la-du.mp3"
"286","0","0","1","1.0","1","ani:ji:lv̋:sgi.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-a-ni-ji-lv-s-gi.mp3"
"287","0","0","1","1.0","1","waló:si.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-wa-lo-si.mp3"
"289","0","0","1","1.0","1","wo:yi.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-wo-yi.mp3"
"293","0","0","1","1.0","1","do:sa.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-do-sa.mp3"
"295","0","0","2","1.0","2","uwě:ji.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-u-we-tsi.mp3"
"296","0","0","1","1.0","1","u:nò:de̋:na.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-u-no-de-na.mp3"
"301","0","0","2","1.0","2","kanajì:sdě:ji.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-ka-na-ji-s-de-ji.mp3"
"302","0","0","1","1.0","1","kiyû:ga.","/phase-1-results/animals-cno-spk_2/cno-spk_2-animals-ki-yu-ga.mp3"
"306","0","0","1","1.0","1","Ha:dlv wisdé:ga?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-26.mp3"
"307","0","0","1","1.0","1","Gadò hadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-19.mp3"
"308","0","0","1","1.0","1","Tò:hi̋:ju?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-03.mp3"
"309","0","0","2","1.0","2","Tò:hi̋.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-02.mp3"
"310","0","0","1","1.0","1","Jalagi de:sdawó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-14.mp3"
"313","0","0","1","1.0","1","Jalagi hiwó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-13.mp3"
"315","0","0","1","1.0","1","Jalagi dè:jiwó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-15.mp3"
"316","0","0","1","1.0","1","Ha:dlv hwé:ga?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-25.mp3"
"321","0","0","1","1.0","1","Gadò de:sdadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-20.mp3"
"322","0","0","1","1.0","1","Gadò dè:jadó:ɂa?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-11.mp3"
"324","0","0","2","1.0","2","Gadò de:jadó:ɂa?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-05.mp3"
"328","0","0","2","1.0","2","Jalagi.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-12.mp3"
"330","0","0","1","1.0","1","O:síyo.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-01.mp3"
"331","0","0","2","1.0","2","Me:li dà:gwadó:ɂa.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_0/osiyo-then-cno-spk_0-09.mp3"
"335","0","0","2","1.0","2","Ha:dlv hwé:ga?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-25.mp3"
"336","0","0","2","1.0","2","Gadò dè:jadó:ɂa?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-11.mp3"
"339","0","0","1","1.0","1","Jalagi hiwó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-13.mp3"
"340","0","0","1","1.0","1","Tò:hi̋.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-02.mp3"
"344","0","0","1","1.0","1","Gadò de:sdadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-20.mp3"
"345","0","0","1","1.0","1","Ha:dlv wì:je:nv́:sv̌:ɂi?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-24.mp3"
"346","0","0","1","1.0","1","O:síyo.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-01.mp3"
"347","0","0","1","1.0","1","Gadò dè:jadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-21.mp3"
"349","0","0","1","1.0","1","Ha:dlv wi:jé:ga?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-27.mp3"
"352","0","0","2","1.0","2","Ja:n dà:gwadó:ɂa.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-06.mp3"
"353","0","0","1","1.0","1","Lini:da dà:gwadó:ɂa.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_2/osiyo-then-cno-spk_2-08.mp3"
"359","0","0","2","1.0","2","O:síyo.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-01.mp3"
"360","0","0","1","1.0","1","Tò:hi̋:gwu.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-04.mp3"
"361","0","0","1","1.0","1","Ha:dlv wì:je:nv́:sv̌:ɂi?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-24.mp3"
"362","0","0","2","1.0","2","Gadò de:jadó:ɂa?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-05.mp3"
"363","0","0","1","1.0","1","Jalagi dè:jiwó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-15.mp3"
"368","0","0","1","1.0","1","Gadò hadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-19.mp3"
"371","0","0","1","1.0","1","Gadò dè:jadó:ɂa?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-11.mp3"
"372","0","0","1","1.0","1","Ha:dlv hwé:ga?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-25.mp3"
"373","0","0","1","1.0","1","Me:li dà:gwadó:ɂa.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-09.mp3"
"374","0","0","1","1.0","1","Gadò de:sdadó:ɂa?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-10.mp3"
"375","0","0","2","1.0","2","Tò:hi̋:ju?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-03.mp3"
"376","0","0","1","1.0","1","Jalagi.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-12.mp3"
"377","0","0","2","1.0","2","Tò:hi̋.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-02.mp3"
"378","0","0","1","1.0","1","Lini:da dà:gwadó:ɂa.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-08.mp3"
"379","0","0","2","1.0","2","Gadò dè:jadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-21.mp3"
"380","0","0","1","1.0","1","Gadò de:sdadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-20.mp3"
"381","0","0","1","1.0","1","Jalagi de:sdawó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-14.mp3"
"384","0","0","2","1.0","2","Ha:dlv wisdé:ga?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-26.mp3"
"385","0","0","2","1.0","2","Jalagi hiwó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_1/osiyo-then-cno-spk_1-13.mp3"
"386","0","0","2","1.0","2","Gadò hadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_3/osiyo-then-cno-spk_3-19.mp3"
"387","0","0","2","1.0","2","O:síyo.","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_3/osiyo-then-cno-spk_3-01.mp3"
"388","0","0","1","1.0","1","Ha:dlv wì:je:nv́:sv̌:ɂi?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_3/osiyo-then-cno-spk_3-24.mp3"
"391","0","0","1","1.0","1","Gadò dè:jadv:neha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_3/osiyo-then-cno-spk_3-21.mp3"
"392","0","0","1","1.0","1","Jalagi dè:jiwó:niha?","/20201111-osiyo-tohiju-then-what/osiyo-then-cno-spk_3/osiyo-then-cno-spk_3-15.mp3"
